id,example_ja,example_zh
n1_1298,彼女は教職に就いてから、地域の教育に力を注いできた。,她從事教職後，一直投入地方教育。
n1_1299,警部は捜査員に聞き込みの方針を示した。,警部向搜查人員指示訪查方針。
n1_1300,若い家来は、主君の命令に従って城へ向かった。,年輕家臣依照主君命令前往城堡。
n1_1301,彼はサイドビジネスとして翻訳の仕事を始めた。,他以兼職副業形式開始做翻譯工作。
n1_1302,祖父は若いころから実業の世界で働いてきた。,祖父年輕時就一直在實業界工作。
n1_1303,不祥事の責任を取り、社長が辞任した。,社長為醜聞負責而辭職。
n1_1305,交渉は少しずつ進展している。,協商正一點一點進展。
n1_1306,彼女は長年、環境保護活動に携わってきた。,她多年來參與環境保護活動。
n1_1307,方針に納得できず、彼は組織を脱退した。,因無法認同方針，他退出了組織。
n1_1309,探偵は小さな手がかりを見逃さなかった。,偵探沒有放過微小線索。
n1_1310,二つの部署を統合して、新しいチームを作った。,整合兩個部門，成立了新團隊。
n1_1311,その会社は新技術の特許を取得した。,那家公司取得了新技術的專利。
n1_1312,郵便屋さんが雨の中、荷物を届けてくれた。,郵差在雨中把包裹送來。
n1_1313,幹部だけでなく、現場の意見も聞くべきだ。,不只幹部，也應該聽取現場意見。
n1_1314,その学者は、この分野の権威として知られている。,那位學者以該領域的權威聞名。
n1_1315,彼には契約内容を変更する権限がない。,他沒有變更契約內容的權限。
n1_1317,彼女は重要なポジションを任されている。,她被委以重要職位。
n1_1318,役職が上がるほど、説明責任も重くなる。,職位越高，說明責任也越重。
n1_1319,権限を濫用すれば、信頼を失う。,如果濫用權限，就會失去信任。
n1_1320,彼は結婚式用のスーツを誂えた。,他訂做了婚禮用西裝。
n1_1321,オーダーメイドの靴は、足にぴったり合う。,訂製鞋很合腳。
n1_1323,約束の時間にきちっと到着した。,他準時抵達約定時間。
n1_1324,泥のついた靴を、ごしごし洗った。,用力刷洗沾滿泥巴的鞋子。
n1_1325,仕上がりを確認してから、商品を発送した。,確認完成狀態後，才寄出商品。
n1_1326,彼女は新人を一人前の職人に仕立てた。,她把新人培養成能獨當一面的工匠。
n1_1327,母は休日に手芸を楽しんでいる。,母親假日喜歡做手工藝。
n1_1328,洗剤が残らないよう、食器をよくすすいだ。,為了不殘留清潔劑，把餐具仔細沖洗。
n1_1329,白と黒のタイルを互い違いに並べた。,把黑白磁磚交錯排列。
n1_1330,パイプの継ぎ目から水が漏れている。,水從管子的接縫處漏出來。
n1_1331,破れた袖をきれいに繕った。,把破掉的袖子漂亮地補好了。
n1_1332,彼の行動は称賛に値する。,他的行動值得讚賞。
n1_1333,技術の革新によって、作業時間が大幅に短縮された。,因技術革新，作業時間大幅縮短。
n1_1334,この部品は国際規格に合っている。,這個零件符合國際規格。
n1_1335,ホテルは客室を改装して、サービスをグレードアップした。,飯店改裝客房，提升了服務等級。
n1_1336,この地域では良質な米を産出している。,這個地區生產優質稻米。
n1_1338,事故の影響で、物流が一時停滞した。,受事故影響，物流一度停滯。
n1_1339,旅先で地元の特産品を買った。,旅行時買了當地特產。
n1_1340,バイオ技術を使って、新しい薬の研究が進んでいる。,利用生技技術，新藥研究正在推進。
n1_1341,ハイテク産業はこの地域の成長を支えている。,高科技產業支撐著這個地區的成長。
n1_1344,家畜の健康管理は、農場の大切な仕事だ。,家畜的健康管理是農場的重要工作。
n1_1345,卒業式で恩師の言葉を聞き、深い感慨を覚えた。,畢業典禮上聽到恩師的話，心中湧起深刻感慨。
n1_1346,長雨の影響で、今年は凶作となった。,受長雨影響，今年歉收。
n1_1347,水田に映る夕焼けが美しかった。,映在稻田裡的晚霞很美。
n1_1348,この地域では畜産が盛んだ。,這個地區畜牧業很興盛。
n1_1349,農耕に適した土地を求めて、人々は川沿いに集まった。,人們為了尋找適合農耕的土地，聚集到河邊。
n1_1350,叔父は北海道の農場で働いている。,叔叔在北海道的農場工作。
n1_1351,住宅地の拡大で、周辺の農地が減っている。,因住宅區擴大，周邊農地正在減少。
n1_1352,捕鯨に関する規制は国によって異なる。,關於捕鯨的規範各國不同。
n1_1353,遊牧の民は、季節に合わせて移動する。,遊牧民族會配合季節移動。
n1_1354,彼の家は三代続く酪農家だ。,他家是延續三代的酪農戶。
n1_1356,湾岸の一部を埋め立てて、新しい道路を造った。,填埋海灣一部分，建了新道路。
n1_1357,海運の発達が、貿易を大きく支えた。,海運發展大幅支撐了貿易。
n1_1358,荒れた土地を開拓して、畑に変えた。,開墾荒地，把它變成田地。
n1_1360,その町はかつて鉱山で栄えた。,那座城鎮過去因礦山而繁榮。
n1_1362,インフレが続き、生活費が上がっている。,通貨膨脹持續，生活費正在上漲。
n1_1363,景気は少しずつ上向いてきた。,景氣逐漸好轉。
n1_1365,オイルショックをきっかけに、省エネへの関心が高まった。,石油危機後，大家對節能的關注提高了。
n1_1367,市の財政は厳しく、新しい事業は先送りになった。,市政府財政困難，新事業被延後。
n1_1368,一時のブームは下火になったが、根強い人気は残っている。,一時的熱潮已退燒，但穩定人氣仍在。
n1_1369,野菜の相場は天候によって大きく変わる。,蔬菜行情會因天候大幅變動。
n1_1370,危機を脱するには、早い判断が必要だ。,要擺脫危機，需要快速判斷。
n1_1372,不況の影響で、採用を控える企業が増えた。,受不景氣影響，減少徵才的企業增加了。
n1_1373,不景気が続き、商店街の人通りが減った。,不景氣持續，商店街人潮減少。
n1_1374,都市の人口は急速に膨張した。,城市人口快速膨脹。
n1_1378,調査業務を専門機関に委託した。,把調查業務委託給專業機構。
n1_1379,採算が合わず、その企画は打ち切られた。,因不合成本效益，那項企劃被中止。
n1_1380,海外企業から共同開発のオファーが届いた。,收到海外企業共同開發的邀約。
n1_1383,家族に毎月生活費を送金している。,每個月匯生活費給家人。
n1_1384,その会社とは長年取引がある。,和那家公司有多年的交易往來。
n1_1386,収益を部署ごとに配分した。,將收益按部門分配。
n1_1387,消費者団体は、その企業の商品をボイコットした。,消費者團體抵制那家企業的商品。
n1_1388,新商品の売り出しに合わせて、広告を増やした。,配合新商品上市，增加了廣告。
n1_1390,この市場では、野菜の卸売が早朝に始まる。,這個市場的蔬菜批發在清晨開始。
n1_1391,台風に備えて、水と食料を買い込んだ。,為了防颱，大量買進水和食物。
n1_1392,大学時代に山岳部に加入した。,大學時加入了登山社。
n1_1393,購買意欲を高めるため、商品の見せ方を工夫した。,為了提高購買意願，設計了商品呈現方式。
n1_1395,新鮮な魚を市場で仕入れて、店に並べた。,在市場採購新鮮魚貨後，擺到店裡販售。
n1_1396,古い車を下取りに出して、新車を購入した。,把舊車折價換購，買了新車。
n1_1399,為替の変動が、輸入価格に影響している。,匯率波動影響進口價格。
n1_1400,安っぽい飾りを外すと、部屋全体が落ち着いて見えた。,拿掉廉價感的裝飾後，整個房間看起來沉穩多了。
n1_1401,今年度の決算は黒字になった。,本年度決算轉為盈餘。
n1_1402,限定グッズをゲットするため、朝から列に並んだ。,為了取得限定商品，一早就去排隊。
n1_1403,新サービスの収益を四半期ごとに確認している。,每季確認新服務的收益。
n1_1404,所得に応じて、税額が変わる。,稅額會依所得而改變。
n1_1406,多くの方から温かい励ましを賜りました。,承蒙許多人給予溫暖鼓勵。
n1_1407,売上から経費を引いた残りが、私たちの取り分になる。,從銷售額扣除經費後的餘額，就是我們分得的部分。
n1_1408,壊した窓ガラスの修理代を弁償した。,賠償了弄壞窗玻璃的修理費。
n1_1409,手伝ってくれた子どもに、褒美として菓子を渡した。,把點心當作獎賞給了幫忙的小孩。
n1_1410,原価が上がり、商品の利潤は小さくなった。,成本上升，商品利潤變少。
n1_1411,銀行から借りたお金には利息がつく。,向銀行借的錢會產生利息。
